"Medico ID","Gender","First name","Last name","phone","Responsibility"
"Md-000832","female","Manning","Clay","(883) 597-3650","Doctor"
"Md-000833","male","Thelma","Dale","(978) 577-3998","Doctor"
"Md-000834","female","Lilia","Holden","(960) 591-2279","Doctor"
"Md-000835","female","Lowery","Stokes","(993) 511-2353","Doctor"
"Md-000836","male","Angelina","Cannon","(828) 505-3116","Doctor"
"Md-000837","female","Lester","Rojas","(830) 460-3317","Doctor"
"Md-000838","male","Karen","Warren","(915) 584-2234","Doctor"
"Md-000839","female","Graves","Navarro","(897) 539-3320","Doctor"
"Md-000840","male","Penny","Norris","(879) 596-2532","Doctor"
"Md-000841","female","Stacy","Haley","(951) 456-2779","Doctor"
"Md-000842","female","Virgie","Rose","(927) 566-3022","Doctor"
"Md-000843","female","Patrice","Walls","(919) 545-2805","Doctor"
"Md-000844","female","John","Knight","(912) 484-2708","Doctor"
"Md-000845","female","Ebony","Sheppard","(995) 510-3329","Doctor"
"Md-000846","female","Nadine","Lowery","(940) 517-3798","Doctor"
"Md-000847","female","Valenzuela","Hayden","(842) 488-2987","Doctor"
"Md-000848","male","Guy","Beck","(968) 426-3909","Doctor"
"Md-000849","male","Olivia","Cummings","(855) 537-3684","Doctor"
"Md-000850","female","Mildred","French","(956) 448-3044","Doctor"
"Md-000851","female","Emma","Griffith","(807) 518-2248","Doctor"
"Md-000852","female","Sandra","Conley","(979) 551-2830","Doctor"
"Md-000853","female","Lois","Snyder","(810) 496-3065","Doctor"
"Md-000854","female","Hale","Bowman","(935) 501-2214","Doctor"
"Md-000855","male","Preston","Wright","(886) 574-2189","Doctor"
"Md-000856","male","Jillian","Berry","(850) 456-2490","Doctor"
"Md-000857","female","Carey","Barnes","(867) 403-2237","Doctor"
"Md-000858","female","Sherry","Daugherty","(804) 581-3955","Doctor"
"Md-000859","female","Jewell","Sparks","(812) 593-2932","Doctor"
"Md-000860","female","Guadalupe","Huffman","(956) 521-3700","Doctor"
"Md-000861","female","Peggy","Rowe","(988) 422-3531","Doctor"
"Md-000862","female","Kim","Soto","(951) 569-3781","Doctor"
"Md-000863","male","Hernandez","Sellers","(990) 584-3491","Doctor"
"Md-000864","male","Annabelle","Eaton","(842) 543-3602","Doctor"
"Md-000865","female","Parks","Mccoy","(995) 577-2861","Doctor"
"Md-000866","male","Juana","Rhodes","(876) 595-3899","Doctor"
"Md-000867","female","Bethany","Savage","(942) 487-3439","Doctor"
"Md-000868","female","Dominique","Boyd","(922) 491-2485","Doctor"
"Md-000869","female","Corrine","Conner","(981) 490-2497","Doctor"
"Md-000870","female","Doris","Roberson","(858) 504-3474","Doctor"
"Md-000871","female","Nicholson","Jordan","(996) 450-3473","Doctor"
"Md-000872","male","Jo","Green","(965) 492-3724","Doctor"
"Md-000873","female","Rodriguez","Ingram","(942) 438-2654","Doctor"
"Md-000874","male","Jocelyn","Baldwin","(865) 488-3706","Doctor"
"Md-000875","female","Angelita","Doyle","(916) 463-2174","Doctor"
"Md-000876","female","Noel","Larsen","(998) 482-3257","Doctor"
"Md-000877","male","Osborne","William","(920) 554-2472","Doctor"
"Md-000878","male","Estrada","Collins","(850) 443-3838","Doctor"
"Md-000879","male","Carla","Odonnell","(995) 435-2796","Doctor"
"Md-000880","female","Barnett","Fox","(926) 430-2848","Doctor"
"Md-000881","male","Rene","Pratt","(825) 467-2595","Doctor"
"Md-000882","female","Sanders","Farrell","(848) 472-3285","Doctor"
"Md-000883","male","Marlene","Kelly","(831) 469-3863","Doctor"
"Md-000884","female","Hoover","Sosa","(950) 402-2063","Doctor"
"Md-000885","male","Jannie","Wise","(913) 480-3867","Doctor"
"Md-000886","female","Boyd","Fisher","(997) 508-3106","Doctor"
"Md-000887","male","Rice","Robles","(833) 456-3046","Doctor"
"Md-000888","male","English","Spencer","(946) 509-2912","Doctor"
"Md-000889","male","Hamilton","Ball","(881) 599-2091","Doctor"
"Md-000890","male","Camacho","Foreman","(916) 501-2321","Doctor"
"Md-000891","male","Fuller","Hicks","(840) 509-3467","Doctor"
"Md-000892","male","Robyn","Benson","(808) 506-2430","Doctor"
"Md-000893","female","Harvey","Hampton","(963) 447-3939","Doctor"
"Md-000894","male","Susana","Calhoun","(968) 484-3232","Doctor"
"Md-000895","female","Beatrice","Yang","(816) 407-2209","Doctor"
"Md-000896","female","Skinner","Fry","(846) 401-2774","Doctor"
"Md-000897","male","Melinda","Lynn","(850) 429-3715","Doctor"
"Md-000898","female","Marquez","Rodriquez","(904) 501-3070","Doctor"
"Md-000899","male","Dunlap","Case","(839) 571-2444","Doctor"
"Md-000900","male","Robert","Griffin","(966) 541-2000","Nurse"
"Md-000901","female","Krystal","Pierce","(879) 512-2575","Nurse"
"Md-000902","female","Judy","Mclean","(869) 530-2015","Nurse"
"Md-000903","female","Kidd","Montoya","(912) 539-3153","Nurse"
"Md-000904","male","Monique","Copeland","(973) 510-2685","Nurse"
"Md-000905","female","Mcdowell","Manning","(823) 538-3734","Nurse"
"Md-000906","male","Edith","Wilkinson","(905) 463-3887","Nurse"
"Md-000907","female","Ramona","Gallagher","(946) 558-2290","Nurse"
"Md-000908","female","Tommie","Herrera","(845) 570-2266","Nurse"
"Md-000909","female","Shannon","Christian","(938) 541-2978","Nurse"
"Md-000910","female","Kirk","Poole","(870) 592-3347","Nurse"
"Md-000911","male","Cornelia","Jennings","(953) 458-3237","Nurse"
"Md-000912","female","Knight","Rich","(814) 434-3228","Nurse"
"Md-000913","male","Inez","Mack","(959) 413-2135","Nurse"
"Md-000914","female","Morton","Joyce","(987) 477-2035","Nurse"
"Md-000915","male","Reynolds","Cunningham","(895) 419-3958","Nurse"
"Md-000916","male","Armstrong","Hays","(870) 455-2916","Nurse"
"Md-000917","male","Stacey","Puckett","(861) 553-3270","Nurse"
"Md-000918","female","Socorro","Cox","(831) 485-2327","Nurse"
"Md-000919","female","Miles","Hall","(905) 547-3450","Nurse"
"Md-000920","male","Madden","Becker","(976) 412-2857","Nurse"
"Md-000921","male","Hansen","Guerra","(972) 511-2561","Nurse"
"Md-000922","male","Bray","Obrien","(926) 451-3605","Nurse"
"Md-000923","male","Cummings","Luna","(873) 521-2618","Nurse"
"Md-000924","male","Allyson","Buchanan","(879) 442-2069","Nurse"
"Md-000925","female","Lauren","Lindsay","(983) 500-3283","Nurse"
"Md-000926","female","Burke","Webb","(816) 588-2014","Nurse"
"Md-000927","male","Merritt","Hoover","(990) 498-2893","Nurse"
"Md-000928","male","Angelique","Moore","(872) 449-2362","Nurse"
"Md-000929","female","Nora","Farley","(977) 462-3749","Nurse"
"Md-000930","female","Maryanne","Park","(956) 472-3873","Nurse"
"Md-000931","female","Nichols","Atkins","(846) 585-3296","Nurse"
"Md-000932","male","Christy","Everett","(881) 496-2705","Nurse"
"Md-000933","female","Myrtle","Lowe","(846) 440-2319","Nurse"
"Md-000934","female","Garza","Marsh","(833) 469-3012","Nurse"
"Md-000935","male","Villarreal","Kemp","(889) 419-2470","Nurse"
"Md-000936","male","Rasmussen","Sargent","(912) 553-3996","Nurse"
"Md-000937","male","Padilla","Day","(893) 412-2648","Nurse"
"Md-000938","male","Ines","Downs","(803) 554-3444","Nurse"
"Md-000939","female","Elnora","Cameron","(896) 432-2175","Nurse"
"Md-000940","female","Rose","Burton","(867) 529-3208","Nurse"
"Md-000941","male","Walton","Romero","(909) 555-2905","Nurse"
"Md-000942","male","Shelia","Hunt","(942) 433-3584","Nurse"
"Md-000943","female","Salazar","Wilcox","(896) 562-3738","Nurse"
"Md-000944","male","Whitley","Medina","(894) 558-3384","Nurse"
"Md-000945","male","Dee","Callahan","(862) 552-3144","Nurse"
"Md-000946","female","Craig","Dunn","(869) 508-3682","Nurse"
"Md-000947","male","Tyler","Burch","(925) 459-2327","Nurse"
"Md-000948","male","Rogers","Hood","(925) 530-3409","Nurse"
"Md-000949","male","Joanne","Frazier","(801) 405-2302","Nurse"
"Md-000950","female","Park","Barlow","(973) 417-2872","Nurse"
"Md-000951","male","Herrera","Schneider","(873) 593-3232","Nurse"
"Md-000952","male","Hilda","Hendrix","(977) 541-3537","Nurse"
"Md-000953","female","Katharine","Bennett","(936) 443-3059","Nurse"
"Md-000954","female","Maude","Shields","(993) 488-2137","Nurse"
"Md-000955","female","Perez","Stein","(952) 429-2780","Nurse"
"Md-000956","male","Sharron","Blevins","(961) 491-2769","Nurse"
"Md-000957","female","Quinn","Guy","(863) 530-2839","Nurse"
"Md-000958","male","Alison","Richard","(826) 488-3577","Nurse"
"Md-000959","female","Sheree","Barrett","(808) 563-2706","Nurse"
"Md-000960","female","Sharpe","Howell","(968) 554-2398","Nurse"
"Md-000961","male","Witt","Battle","(950) 591-3410","Nurse"
"Md-000962","male","Tonya","Rasmussen","(952) 424-3170","Nurse"
"Md-000963","female","Maricela","Cline","(843) 543-2318","Nurse"
"Md-000964","female","Jeannine","Whitley","(892) 546-3396","Nurse"
"Md-000965","female","Howard","Gardner","(908) 574-3936","Nurse"
"Md-000966","male","Wong","Love","(940) 516-2898","Nurse"
"Md-000967","male","Mabel","Patton","(950) 492-3278","Nurse"
"Md-000968","female","Chandra","Lara","(978) 444-3464","Nurse"
"Md-000969","female","Tessa","Gibson","(948) 479-2638","Nurse"
"Md-000970","female","Franklin","Mcconnell","(850) 469-2280","Nurse"
"Md-000971","male","Rachelle","Wilson","(902) 426-3501","Nurse"
"Md-000972","female","Jerri","Peterson","(870) 540-3082","Nurse"
"Md-000973","female","Burns","Munoz","(869) 563-2659","Nurse"
"Md-000974","male","Luann","Bryan","(928) 448-2300","Nurse"
"Md-000975","female","Vargas","Sanford","(873) 576-2952","Nurse"
"Md-000976","male","Waller","Buckley","(987) 528-2996","Nurse"
"Md-000977","male","Francesca","Rutledge","(894) 491-3537","Nurse"
"Md-000978","female","Santos","Gill","(934) 600-3751","Nurse"
"Md-000979","male","Hawkins","Bryant","(899) 577-3319","Nurse"
"Md-000980","male","Valerie","Stafford","(976) 585-3796","Nurse"
"Md-000981","female","Solomon","Ayala","(868) 477-2817","Nurse"
"Md-000982","male","Dana","Bass","(805) 475-3834","Nurse"
"Md-000983","female","Lucy","Maddox","(823) 498-2285","Nurse"
"Md-000984","female","Roseann","Ruiz","(856) 510-3685","Nurse"
"Md-000985","female","Hogan","Jimenez","(995) 493-3753","Nurse"
"Md-000986","male","Suarez","Hansen","(804) 548-2249","Nurse"
"Md-000987","male","Guerrero","Shelton","(809) 516-3955","Nurse"
"Md-000988","male","Obrien","Vazquez","(900) 511-2697","Nurse"
"Md-000989","male","Sparks","Bates","(886) 536-2900","Nurse"
"Md-000990","male","Kathy","Roy","(991) 508-2149","Nurse"
"Md-000991","female","Earlene","Mcneil","(812) 512-2402","Nurse"
"Md-000992","female","Alicia","Hodges","(902) 453-3409","Nurse"
"Md-000993","female","Collins","Short","(884) 415-2307","Nurse"
"Md-000994","male","Elisabeth","Baker","(910) 464-3567","Nurse"
"Md-000995","female","Eaton","Bishop","(945) 460-2584","Nurse"
"Md-000996","male","Grace","Harris","(926) 596-3675","Nurse"
"Md-000997","female","Tami","Small","(925) 577-3510","Nurse"
"Md-000998","female","Barry","Wade","(861) 559-3718","Nurse"
"Md-000999","male","Bridgett","Morris","(926) 471-3234","Nurse"
"Md-001000","female","Dale","Pittman","(923) 595-2967","Nurse"
